year,bandwidth_km,record_id,month,total_effect,gradient_component,residual_component,analysis_role
2012,251.5995300625968,201207.0,7.0,-0.22059433230254408,-0.07623682281679203,-0.14435750948575204,held_out
2012,503.1990601251936,201207.0,7.0,-0.3007200770347968,-0.1460065698343956,-0.1547135072004011,held_out
2012,1006.3981202503873,201207.0,7.0,-0.3509542954207074,-0.21858843918691084,-0.13236585623379635,held_out
2012,2012.7962405007745,201207.0,7.0,-0.3687728230252592,-0.2518774706033568,-0.11689535242190259,held_out
2013,125.7997650312984,201307.0,7.0,0.00817608391552419,-0.017838158810120863,0.02601424272564526,held_out
2013,251.5995300625968,201307.0,7.0,-0.010132641067100268,-0.029053195381250063,0.018920554314149834,held_out
2013,503.1990601251936,201307.0,7.0,-0.0343228410880727,-0.05541582859528383,0.02109298750721104,held_out
2013,1006.3981202503873,201307.0,7.0,-0.07822947752807431,-0.09090941580947849,0.012679938281404032,held_out
2013,2012.7962405007745,201307.0,7.0,-0.10311575953339991,-0.10895864605819838,0.005842886524798484,held_out
2014,125.7997650312984,201407.0,7.0,-0.006289860254514686,-0.01451987654596624,0.008230016291451536,held_out
2014,251.5995300625968,201407.0,7.0,-0.0001545588027332285,-0.023288079862493358,0.02313352105975988,held_out
2014,503.1990601251936,201407.0,7.0,0.01830117621081549,-0.03505583989516241,0.05335701610597784,held_out
2014,1006.3981202503873,201407.0,7.0,0.0017858475255834079,-0.04720147842709594,0.04898732595267949,held_out
2014,2012.7962405007745,201407.0,7.0,-0.015194974417808057,-0.05375608472432819,0.03856111030652004,held_out
2015,125.7997650312984,201507.0,7.0,-0.12307942713824689,-0.04312555671463588,-0.07995387042361092,development
2015,251.5995300625968,201507.0,7.0,-0.1666166249964671,-0.08037990466988106,-0.0862367203265862,development
2015,503.1990601251936,201507.0,7.0,-0.2227620019600035,-0.14216709252546375,-0.08059490943453985,development
2015,1006.3981202503873,201507.0,7.0,-0.2709820091656707,-0.20527118651860823,-0.06571082264706236,development
2015,2012.7962405007745,201507.0,7.0,-0.2946707833245899,-0.23559974001162454,-0.059071043312965345,development
2016,125.7997650312984,201607.0,7.0,0.07912357863536054,-0.005742171515312917,0.08486575015067326,held_out
2016,251.5995300625968,201607.0,7.0,0.08252566992073175,-0.01993635527403609,0.10246202519476773,held_out
2016,503.1990601251936,201607.0,7.0,0.07206136470475592,-0.05403173334383792,0.12609309804859373,held_out
2016,1006.3981202503873,201607.0,7.0,0.0337330147212316,-0.0905632877151366,0.12429630243636806,held_out
2016,2012.7962405007745,201607.0,7.0,0.009219372644961718,-0.10864620188690806,0.1178655745318697,held_out
2017,125.7997650312984,201707.0,7.0,-0.03122664059118721,-0.025335819990179642,-0.005890820601007454,held_out
2017,251.5995300625968,201707.0,7.0,-0.0318802981147327,-0.0442636638298079,0.012383365715075353,held_out
2017,503.1990601251936,201707.0,7.0,-0.045966681386309945,-0.07697215606641691,0.031005474680106854,held_out
2017,1006.3981202503873,201707.0,7.0,-0.09289706399131882,-0.11720514793233215,0.0243080839410133,held_out
2017,2012.7962405007745,201707.0,7.0,-0.12391302359437373,-0.14056507687585804,0.016652053281484287,held_out
2018,125.7997650312984,201807.0,7.0,-0.09383054468399976,-0.036191919007115526,-0.057638625676884415,held_out
2018,251.5995300625968,201807.0,7.0,-0.11276327190829238,-0.06146108382352373,-0.051302188084768434,held_out
2018,503.1990601251936,201807.0,7.0,-0.13352527857057028,-0.10861437569416858,-0.024910902876401863,held_out
2018,1006.3981202503873,201807.0,7.0,-0.19448298936986064,-0.1730359702578269,-0.021447019112033488,held_out
2018,2012.7962405007745,201807.0,7.0,-0.2385726543843986,-0.21301198881063219,-0.02556066557376636,held_out
2019,125.7997650312984,201907.0,7.0,-0.06714857394952257,-0.02913899214128904,-0.03800958180823342,held_out
2019,251.5995300625968,201907.0,7.0,-0.07598703188008131,-0.05210446466553046,-0.02388256721455106,held_out
2019,503.1990601251936,201907.0,7.0,-0.08557682369172366,-0.08902661822152509,0.003449794529801519,held_out
2019,1006.3981202503873,201907.0,7.0,-0.1128355219902762,-0.12986025919393615,0.01702473720365998,held_out
2019,2012.7962405007745,201907.0,7.0,-0.13473272799303726,-0.1530326570044823,0.018299929011444997,held_out
2020,125.7997650312984,202007.0,7.0,-0.021265519774995162,-0.014800474509442614,-0.006465045265552679,held_out
2020,251.5995300625968,202007.0,7.0,-0.02977817005329241,-0.029264075709157025,-0.0005140943441353632,held_out
2020,503.1990601251936,202007.0,7.0,-0.05846457382170839,-0.06264223499406632,0.0041776611723580975,held_out
2020,1006.3981202503873,202007.0,7.0,-0.09540801503886664,-0.09668441511389303,0.0012764000750261396,held_out
2020,2012.7962405007745,202007.0,7.0,-0.11069292696552448,-0.10951738269707982,-0.0011755442684445363,held_out
2021,125.7997650312984,202107.0,7.0,-0.0701670121205084,-0.02610608316967895,-0.044060928950829255,held_out
2021,251.5995300625968,202107.0,7.0,-0.06809586653999007,-0.044139512898744786,-0.02395635364124528,held_out
2021,503.1990601251936,202107.0,7.0,-0.07067664629043731,-0.07582480428133005,0.005148157990892796,held_out
2021,1006.3981202503873,202107.0,7.0,-0.10265702028341665,-0.11093119037468335,0.008274170091266646,held_out
2021,2012.7962405007745,202107.0,7.0,-0.12381785210625705,-0.1283395880806976,0.004521735974440483,held_out
2022,125.7997650312984,202207.0,7.0,0.03352085567235814,-0.03125538313359997,0.06477623880595791,development
2022,251.5995300625968,202207.0,7.0,-0.006512407228926834,-0.0615290827892046,0.05501667556027776,development
2022,503.1990601251936,202207.0,7.0,-0.08609336956944914,-0.11244680878253777,0.026353439213088647,development
2022,1006.3981202503873,202207.0,7.0,-0.16734205552962955,-0.1769136873857693,0.009571631856139684,development
2022,2012.7962405007745,202207.0,7.0,-0.2091480203186645,-0.21405829380323102,0.004910273484566523,development
2023,125.7997650312984,202307.0,7.0,-0.13617324702248376,-0.028270653824582232,-0.10790259319790152,held_out
2023,251.5995300625968,202307.0,7.0,-0.1745583958505549,-0.05405810484191781,-0.12050029100863725,held_out
2023,503.1990601251936,202307.0,7.0,-0.21635927278475897,-0.10385114817861262,-0.11250812460614638,held_out
2023,1006.3981202503873,202307.0,7.0,-0.24866197411338997,-0.16037542544862585,-0.08828654866476415,held_out
2023,2012.7962405007745,202307.0,7.0,-0.26683170849534593,-0.18850868675486465,-0.07832302174048121,held_out
2024,125.7997650312984,202407.0,7.0,0.0402269224876421,-0.020229915711245747,0.06045683819888798,held_out
2024,251.5995300625968,202407.0,7.0,0.026664413704037465,-0.038828971053471134,0.06549338475750832,held_out
2024,503.1990601251936,202407.0,7.0,0.0009437820340895687,-0.07489487230828142,0.07583865434237098,held_out
2024,1006.3981202503873,202407.0,7.0,-0.04673102314546674,-0.11527562803332154,0.06854460488785487,held_out
2024,2012.7962405007745,202407.0,7.0,-0.07336237295476847,-0.13449028440517038,0.061127911450401806,held_out
2025,125.7997650312984,202507.0,7.0,-0.11988279776377775,-0.03457003774465381,-0.08531276001912393,held_out
2025,251.5995300625968,202507.0,7.0,-0.14827745530546405,-0.05493028461162607,-0.09334717069383784,held_out
2025,503.1990601251936,202507.0,7.0,-0.18709155821633414,-0.09241607562813307,-0.09467548258820102,held_out
2025,1006.3981202503873,202507.0,7.0,-0.22606001762323094,-0.13692347377042485,-0.08913654385280605,held_out
2025,2012.7962405007745,202507.0,7.0,-0.24524372120591129,-0.15910890124148983,-0.08613481996442152,held_out
