record_id,year,month,analysis_role,bandwidth_km,slope_log_q_per_c,days
199708,1997,8,held_out,2012.79624050077,-0.14187311121201432,31
199806,1998,6,held_out,125.799765031298,-0.08001398040751657,30
199806,1998,6,held_out,251.599530062597,-0.08631391769769324,30
199806,1998,6,held_out,503.199060125194,-0.0892444442113573,30
199806,1998,6,held_out,1006.39812025039,-0.0974940158291332,30
199806,1998,6,held_out,2012.79624050077,-0.10829118414309734,30
199807,1998,7,held_out,125.799765031298,0.03259343889411251,31
199807,1998,7,held_out,251.599530062597,0.04438367978633558,31
199807,1998,7,held_out,503.199060125194,0.05153140440053503,31
199807,1998,7,held_out,1006.39812025039,0.026915240801722612,31
199807,1998,7,held_out,2012.79624050077,0.015943243800333743,31
199808,1998,8,held_out,125.799765031298,-0.0335090163316913,31
199808,1998,8,held_out,251.599530062597,-0.041762870668016025,31
199808,1998,8,held_out,503.199060125194,-0.029030750754514927,31
199808,1998,8,held_out,1006.39812025039,-0.02333209265321334,31
199808,1998,8,held_out,2012.79624050077,-0.03392196652368817,31
199906,1999,6,held_out,125.799765031298,-0.10616843538324246,30
199906,1999,6,held_out,251.599530062597,-0.1320945053320757,30
199906,1999,6,held_out,503.199060125194,-0.14224358337972773,30
199906,1999,6,held_out,1006.39812025039,-0.14765108408386435,30
199906,1999,6,held_out,2012.79624050077,-0.15769281591234927,30
199907,1999,7,held_out,125.799765031298,0.0025197708404879203,31
199907,1999,7,held_out,251.599530062597,-0.015570070553762624,31
199907,1999,7,held_out,503.199060125194,-0.03310521676850167,31
199907,1999,7,held_out,1006.39812025039,-0.07571804372068039,31
199907,1999,7,held_out,2012.79624050077,-0.10465191994357322,31
199908,1999,8,held_out,125.799765031298,-0.05264984656021464,31
199908,1999,8,held_out,251.599530062597,-0.06107628470078068,31
199908,1999,8,held_out,503.199060125194,-0.06775705802647729,31
199908,1999,8,held_out,1006.39812025039,-0.09170065068987322,31
199908,1999,8,held_out,2012.79624050077,-0.11058520919154631,31
200006,2000,6,held_out,125.799765031298,-0.028361053088524497,30
200006,2000,6,held_out,251.599530062597,-0.015475378644941886,30
200006,2000,6,held_out,503.199060125194,0.022972606386626286,30
200006,2000,6,held_out,1006.39812025039,0.05619063523140834,30
200006,2000,6,held_out,2012.79624050077,0.06147177109719759,30
200007,2000,7,held_out,125.799765031298,-0.12676968617593937,31
200007,2000,7,held_out,251.599530062597,-0.16062642236327906,31
200007,2000,7,held_out,503.199060125194,-0.20918708134954345,31
200007,2000,7,held_out,1006.39812025039,-0.2559575194473967,31
200007,2000,7,held_out,2012.79624050077,-0.27988267797523864,31
200008,2000,8,held_out,125.799765031298,-0.07253805819620807,31
200008,2000,8,held_out,251.599530062597,-0.06747330714273378,31
200008,2000,8,held_out,503.199060125194,-0.06295097454745213,31
200008,2000,8,held_out,1006.39812025039,-0.09445749500167311,31
200008,2000,8,held_out,2012.79624050077,-0.12080183640424144,31
200106,2001,6,held_out,125.799765031298,0.017803960301326114,30
200106,2001,6,held_out,251.599530062597,0.020980553570487084,30
200106,2001,6,held_out,503.199060125194,0.03414027225906758,30
200106,2001,6,held_out,1006.39812025039,0.026844925706239454,30
200106,2001,6,held_out,2012.79624050077,0.010854780170830435,30
200107,2001,7,held_out,125.799765031298,-0.0109983455595482,31
200107,2001,7,held_out,251.599530062597,0.005861322864484209,31
200107,2001,7,held_out,503.199060125194,0.025548541104505024,31
200107,2001,7,held_out,1006.39812025039,0.0054461724815393076,31
200107,2001,7,held_out,2012.79624050077,-0.011226522196053322,31
200108,2001,8,held_out,125.799765031298,0.03983289863610367,31
200108,2001,8,held_out,251.599530062597,0.05665198922371995,31
200108,2001,8,held_out,503.199060125194,0.07738037863789411,31
200108,2001,8,held_out,1006.39812025039,0.05611558825670208,31
200108,2001,8,held_out,2012.79624050077,0.0313864819561567,31
200206,2002,6,held_out,125.799765031298,-0.10722040726561378,30
200206,2002,6,held_out,251.599530062597,-0.1280643828056655,30
200206,2002,6,held_out,503.199060125194,-0.15258935614748,30
200206,2002,6,held_out,1006.39812025039,-0.15905622598395466,30
200206,2002,6,held_out,2012.79624050077,-0.1616019753010905,30
200207,2002,7,held_out,125.799765031298,0.05101040903844577,31
200207,2002,7,held_out,251.599530062597,0.04697867579753943,31
200207,2002,7,held_out,503.199060125194,0.05180802043379097,31
200207,2002,7,held_out,1006.39812025039,0.02564163883298112,31
200207,2002,7,held_out,2012.79624050077,0.001037584727866111,31
200208,2002,8,held_out,125.799765031298,0.01106640180209573,31
200208,2002,8,held_out,251.599530062597,0.010082396093839985,31
200208,2002,8,held_out,503.199060125194,0.006401768911847758,31
200208,2002,8,held_out,1006.39812025039,-0.024198558622659242,31
200208,2002,8,held_out,2012.79624050077,-0.04972658395677255,31
200306,2003,6,held_out,125.799765031298,-0.04616633625977076,30
200306,2003,6,held_out,251.599530062597,-0.059767583835112284,30
200306,2003,6,held_out,503.199060125194,-0.06504369972769576,30
200306,2003,6,held_out,1006.39812025039,-0.07642601713613788,30
200306,2003,6,held_out,2012.79624050077,-0.08780197210238246,30
200307,2003,7,held_out,125.799765031298,-0.016891301655318953,31
200307,2003,7,held_out,251.599530062597,-0.013681083666820401,31
200307,2003,7,held_out,503.199060125194,-0.027094731349371754,31
200307,2003,7,held_out,1006.39812025039,-0.09077814610217375,31
200307,2003,7,held_out,2012.79624050077,-0.13040718178714644,31
200308,2003,8,held_out,125.799765031298,0.005566204707924034,31
200308,2003,8,held_out,251.599530062597,-0.009742991342925902,31
200308,2003,8,held_out,503.199060125194,-0.03950829923286746,31
200308,2003,8,held_out,1006.39812025039,-0.09164342798796826,31
200308,2003,8,held_out,2012.79624050077,-0.11712476668159783,31
200406,2004,6,held_out,125.799765031298,0.029078815141500854,30
200406,2004,6,held_out,251.599530062597,0.03564638701322038,30
200406,2004,6,held_out,503.199060125194,0.04339448018611237,30
200406,2004,6,held_out,1006.39812025039,0.03296257550012695,30
200406,2004,6,held_out,2012.79624050077,0.02088528185255608,30
200407,2004,7,held_out,125.799765031298,-0.006779681728707855,31
200407,2004,7,held_out,251.599530062597,-0.030195420456821186,31
200407,2004,7,held_out,503.199060125194,-0.08076181204147133,31
200407,2004,7,held_out,1006.39812025039,-0.16184958263241445,31
200407,2004,7,held_out,2012.79624050077,-0.2064975310278274,31
200408,2004,8,held_out,125.799765031298,-0.05261647238546971,31
200408,2004,8,held_out,251.599530062597,-0.053444204096954606,31
200408,2004,8,held_out,503.199060125194,-0.07323419836716465,31
200408,2004,8,held_out,1006.39812025039,-0.12923682432938383,31
200408,2004,8,held_out,2012.79624050077,-0.16430138993166787,31
200506,2005,6,held_out,125.799765031298,-0.03126120091224581,30
200506,2005,6,held_out,251.599530062597,-0.013711276353150776,30
200506,2005,6,held_out,503.199060125194,-0.003094284948292643,30
200506,2005,6,held_out,1006.39812025039,-0.03199705897926295,30
200506,2005,6,held_out,2012.79624050077,-0.055944895909797586,30
200507,2005,7,held_out,125.799765031298,-0.101278075212287,31
200507,2005,7,held_out,251.599530062597,-0.1571484166044327,31
200507,2005,7,held_out,503.199060125194,-0.21352638745505773,31
200507,2005,7,held_out,1006.39812025039,-0.26795562427540637,31
200507,2005,7,held_out,2012.79624050077,-0.2988923910756651,31
200508,2005,8,held_out,125.799765031298,0.0019660257209479434,31
200508,2005,8,held_out,251.599530062597,-0.0021027732160060373,31
200508,2005,8,held_out,503.199060125194,-0.01250943079553062,31
200508,2005,8,held_out,1006.39812025039,-0.04493210936274224,31
200508,2005,8,held_out,2012.79624050077,-0.06792246023751058,31
200606,2006,6,held_out,125.799765031298,-0.03879107724575477,30
200606,2006,6,held_out,251.599530062597,-0.023538562873867703,30
200606,2006,6,held_out,503.199060125194,-0.003962920581602957,30
200606,2006,6,held_out,1006.39812025039,-0.016822932144875125,30
200606,2006,6,held_out,2012.79624050077,-0.032909231177443765,30
200607,2006,7,held_out,125.799765031298,0.036615409550293514,31
200607,2006,7,held_out,251.599530062597,0.029400687751544894,31
200607,2006,7,held_out,503.199060125194,-0.0016547785833001315,31
200607,2006,7,held_out,1006.39812025039,-0.0580108962201154,31
200607,2006,7,held_out,2012.79624050077,-0.08676250268470553,31
200608,2006,8,held_out,125.799765031298,-0.05226859825268227,31
200608,2006,8,held_out,251.599530062597,-0.06843567555882653,31
200608,2006,8,held_out,503.199060125194,-0.093552827898497,31
200608,2006,8,held_out,1006.39812025039,-0.12411899511136602,31
200608,2006,8,held_out,2012.79624050077,-0.14408318128660155,31
200706,2007,6,held_out,125.799765031298,0.05194127888935675,30
200706,2007,6,held_out,251.599530062597,0.04893787426669359,30
200706,2007,6,held_out,503.199060125194,0.05637061660426469,30
200706,2007,6,held_out,1006.39812025039,0.03947413308730088,30
200706,2007,6,held_out,2012.79624050077,0.017893799832280555,30
200707,2007,7,held_out,125.799765031298,-0.08551615203824209,31
200707,2007,7,held_out,251.599530062597,-0.08586433585564657,31
200707,2007,7,held_out,503.199060125194,-0.10914988064088967,31
200707,2007,7,held_out,1006.39812025039,-0.18250812187172266,31
200707,2007,7,held_out,2012.79624050077,-0.22309544677622092,31
200708,2007,8,held_out,125.799765031298,-0.03881432540396073,31
200708,2007,8,held_out,251.599530062597,-0.03770376940821403,31
200708,2007,8,held_out,503.199060125194,-0.04790042243787742,31
200708,2007,8,held_out,1006.39812025039,-0.09444071810482095,31
200708,2007,8,held_out,2012.79624050077,-0.12483561264711528,31
200806,2008,6,held_out,125.799765031298,-0.028866055835263596,30
200806,2008,6,held_out,251.599530062597,-0.03895203248145896,30
200806,2008,6,held_out,503.199060125194,-0.054897788788492975,30
200806,2008,6,held_out,1006.39812025039,-0.08536225013827459,30
200806,2008,6,held_out,2012.79624050077,-0.10265582122388804,30
200807,2008,7,held_out,125.799765031298,-0.04458772920008797,31
200807,2008,7,held_out,251.599530062597,-0.05855667664769551,31
200807,2008,7,held_out,503.199060125194,-0.10458879757653967,31
200807,2008,7,held_out,1006.39812025039,-0.1557687511141598,31
200807,2008,7,held_out,2012.79624050077,-0.1734947552169912,31
200808,2008,8,held_out,125.799765031298,-0.0394532507876064,31
200808,2008,8,held_out,251.599530062597,-0.057231086853808365,31
200808,2008,8,held_out,503.199060125194,-0.07926261070981357,31
200808,2008,8,held_out,1006.39812025039,-0.12317511208544957,31
200808,2008,8,held_out,2012.79624050077,-0.15342468577974805,31
200906,2009,6,held_out,125.799765031298,-0.04170160352342162,30
200906,2009,6,held_out,251.599530062597,-0.04376495276510136,30
200906,2009,6,held_out,503.199060125194,-0.038764920779421765,30
200906,2009,6,held_out,1006.39812025039,-0.04056926895204088,30
200906,2009,6,held_out,2012.79624050077,-0.048566523626207316,30
200907,2009,7,held_out,125.799765031298,0.018384346979158587,31
200907,2009,7,held_out,251.599530062597,0.016490581617459126,31
200907,2009,7,held_out,503.199060125194,0.0073792711075582485,31
200907,2009,7,held_out,1006.39812025039,-0.02528207492329294,31
200907,2009,7,held_out,2012.79624050077,-0.04806195366103254,31
200908,2009,8,held_out,125.799765031298,-0.013427974693774547,31
200908,2009,8,held_out,251.599530062597,-0.028381480416022595,31
200908,2009,8,held_out,503.199060125194,-0.02579637365788454,31
200908,2009,8,held_out,1006.39812025039,-0.037743214123134826,31
200908,2009,8,held_out,2012.79624050077,-0.057948612602315624,31
201006,2010,6,held_out,125.799765031298,0.02785364528181592,30
201006,2010,6,held_out,251.599530062597,0.03751740488275285,30
201006,2010,6,held_out,503.199060125194,0.06031573995329871,30
201006,2010,6,held_out,1006.39812025039,0.06778809296423272,30
201006,2010,6,held_out,2012.79624050077,0.062027271908459976,30
201007,2010,7,held_out,125.799765031298,-0.031212460282926402,31
201007,2010,7,held_out,251.599530062597,-0.053538897367828464,31
201007,2010,7,held_out,503.199060125194,-0.11736023919308526,31
201007,2010,7,held_out,1006.39812025039,-0.21435020375492486,31
201007,2010,7,held_out,2012.79624050077,-0.2663253472156113,31
201008,2010,8,held_out,125.799765031298,0.00786735846268044,31
201008,2010,8,held_out,251.599530062597,0.011421366108345344,31
201008,2010,8,held_out,503.199060125194,0.007131224955155258,31
201008,2010,8,held_out,1006.39812025039,-0.017942447246668526,31
201008,2010,8,held_out,2012.79624050077,-0.031912590161050435,31
201106,2011,6,held_out,125.799765031298,-0.016711082347095733,30
201106,2011,6,held_out,251.599530062597,-0.02636824049586776,30
201106,2011,6,held_out,503.199060125194,-0.03460548995397354,30
201106,2011,6,held_out,1006.39812025039,-0.06000557469574232,30
201106,2011,6,held_out,2012.79624050077,-0.0836362162314812,30
201107,2011,7,held_out,125.799765031298,-0.08014113874471228,31
201107,2011,7,held_out,251.599530062597,-0.10010703701882745,31
201107,2011,7,held_out,503.199060125194,-0.11091799010986242,31
201107,2011,7,held_out,1006.39812025039,-0.14052263957249958,31
201107,2011,7,held_out,2012.79624050077,-0.163732323373433,31
201108,2011,8,held_out,125.799765031298,-0.011732216627521037,31
201108,2011,8,held_out,251.599530062597,0.005934302790448492,31
201108,2011,8,held_out,503.199060125194,0.033542522307167755,31
201108,2011,8,held_out,1006.39812025039,0.01810067205085743,31
201108,2011,8,held_out,2012.79624050077,-0.0007623845384098128,31
201206,2012,6,held_out,125.799765031298,-0.0790776955913687,30
201206,2012,6,held_out,251.599530062597,-0.10295471359936158,30
201206,2012,6,held_out,503.199060125194,-0.11713276559872171,30
201206,2012,6,held_out,1006.39812025039,-0.12654700945056532,30
201206,2012,6,held_out,2012.79624050077,-0.13781774248552126,30
201207,2012,7,held_out,125.799765031298,-0.06794632301121274,31
201207,2012,7,held_out,251.599530062597,-0.07334487333509596,31
201207,2012,7,held_out,503.199060125194,-0.10783962483969625,31
201207,2012,7,held_out,1006.39812025039,-0.17488559490952252,31
201207,2012,7,held_out,2012.79624050077,-0.2152468434557664,31
201208,2012,8,held_out,125.799765031298,-0.046005951437843584,31
201208,2012,8,held_out,251.599530062597,-0.05976715093869165,31
201208,2012,8,held_out,503.199060125194,-0.07646436444193541,31
201208,2012,8,held_out,1006.39812025039,-0.10740650337301608,31
201208,2012,8,held_out,2012.79624050077,-0.12751127914401003,31
201306,2013,6,held_out,125.799765031298,-0.04270920046224878,30
201306,2013,6,held_out,251.599530062597,-0.04273256458042748,30
201306,2013,6,held_out,503.199060125194,-0.028739610493998577,30
201306,2013,6,held_out,1006.39812025039,-0.023563200123525876,30
201306,2013,6,held_out,2012.79624050077,-0.02867120109708584,30
201307,2013,7,held_out,125.799765031298,0.015663440748126443,31
201307,2013,7,held_out,251.599530062597,-0.015058211075841045,31
201307,2013,7,held_out,503.199060125194,-0.10178923500125776,31
201307,2013,7,held_out,1006.39812025039,-0.20207321481731247,31
201307,2013,7,held_out,2012.79624050077,-0.24825681957412715,31
201308,2013,8,held_out,125.799765031298,-0.0012303697515142612,31
201308,2013,8,held_out,251.599530062597,-0.021746141140813698,31
201308,2013,8,held_out,503.199060125194,-0.0750340496341493,31
201308,2013,8,held_out,1006.39812025039,-0.1560570049175866,31
201308,2013,8,held_out,2012.79624050077,-0.1990102603773602,31
201406,2014,6,held_out,125.799765031298,-0.058334274080679246,30
201406,2014,6,held_out,251.599530062597,-0.06544611490964833,30
201406,2014,6,held_out,503.199060125194,-0.09076084047729366,30
201406,2014,6,held_out,1006.39812025039,-0.1056469032122778,30
201406,2014,6,held_out,2012.79624050077,-0.10857538098761366,30
201407,2014,7,held_out,125.799765031298,-0.04180671489324355,31
201407,2014,7,held_out,251.599530062597,-0.07515305972203935,31
201407,2014,7,held_out,503.199060125194,-0.11811925121571944,31
201407,2014,7,held_out,1006.39812025039,-0.18535237731189352,31
201407,2014,7,held_out,2012.79624050077,-0.22545023495535935,31
201408,2014,8,held_out,125.799765031298,-0.046183430719245015,31
201408,2014,8,held_out,251.599530062597,-0.06900382464019827,31
201408,2014,8,held_out,503.199060125194,-0.0771275247297989,31
201408,2014,8,held_out,1006.39812025039,-0.08293012927072894,31
201408,2014,8,held_out,2012.79624050077,-0.08942916676780488,31
201506,2015,6,discovery,125.799765031298,-0.08272399018904865,30
201506,2015,6,discovery,251.599530062597,-0.10391753900286753,30
201506,2015,6,discovery,503.199060125194,-0.12874613356166068,30
201506,2015,6,discovery,1006.39812025039,-0.147510241614959,30
201506,2015,6,discovery,2012.79624050077,-0.1606700050793669,30
201507,2015,7,discovery,125.799765031298,0.027165093328715806,31
201507,2015,7,discovery,251.599530062597,0.03325112508598869,31
201507,2015,7,discovery,503.199060125194,0.06847712262906022,31
201507,2015,7,discovery,1006.39812025039,0.08424170207377316,31
201507,2015,7,discovery,2012.79624050077,0.0742858923019669,31
201508,2015,8,discovery,125.799765031298,-0.01474747112316361,31
201508,2015,8,discovery,251.599530062597,-0.034376678767264975,31
201508,2015,8,discovery,503.199060125194,-0.05167720764704914,31
201508,2015,8,discovery,1006.39812025039,-0.07938790728473705,31
201508,2015,8,discovery,2012.79624050077,-0.09671283275268133,31
201606,2016,6,held_out,125.799765031298,0.0034548061502970994,30
201606,2016,6,held_out,251.599530062597,0.014685877449564313,30
201606,2016,6,held_out,503.199060125194,0.03444797375865356,30
201606,2016,6,held_out,1006.39812025039,0.017841366911075452,30
201606,2016,6,held_out,2012.79624050077,-0.0008466400860485286,30
201607,2016,7,held_out,125.799765031298,0.06479011427782197,31
201607,2016,7,held_out,251.599530062597,0.053949371977021536,31
201607,2016,7,held_out,503.199060125194,0.026314064416060087,31
201607,2016,7,held_out,1006.39812025039,-0.038276918680343636,31
201607,2016,7,held_out,2012.79624050077,-0.07745367875478967,31
201608,2016,8,held_out,125.799765031298,-0.03163342189545958,31
201608,2016,8,held_out,251.599530062597,-0.034396400578455714,31
201608,2016,8,held_out,503.199060125194,-0.03664307575201128,31
201608,2016,8,held_out,1006.39812025039,-0.05367168503267462,31
201608,2016,8,held_out,2012.79624050077,-0.07192612689800476,31
201706,2017,6,held_out,125.799765031298,-0.05479053136156066,30
201706,2017,6,held_out,251.599530062597,-0.06256757118629828,30
201706,2017,6,held_out,503.199060125194,-0.06793141146525394,30
201706,2017,6,held_out,1006.39812025039,-0.09862759896238324,30
201706,2017,6,held_out,2012.79624050077,-0.12598052185859088,30
201707,2017,7,held_out,125.799765031298,-0.06352710272728905,31
201707,2017,7,held_out,251.599530062597,-0.07924197363372956,31
201707,2017,7,held_out,503.199060125194,-0.11474750381163167,31
201707,2017,7,held_out,1006.39812025039,-0.1776424222346803,31
201707,2017,7,held_out,2012.79624050077,-0.20979719830133592,31
201708,2017,8,held_out,125.799765031298,-0.0663778837839653,31
201708,2017,8,held_out,251.599530062597,-0.08213444831629976,31
201708,2017,8,held_out,503.199060125194,-0.10533472833392947,31
201708,2017,8,held_out,1006.39812025039,-0.1449044918053607,31
201708,2017,8,held_out,2012.79624050077,-0.16736290213041768,31
201806,2018,6,held_out,125.799765031298,-0.034277156200433846,30
201806,2018,6,held_out,251.599530062597,-0.05249682541695895,30
201806,2018,6,held_out,503.199060125194,-0.06380317089863752,30
201806,2018,6,held_out,1006.39812025039,-0.0742540257499301,30
201806,2018,6,held_out,2012.79624050077,-0.08413525102074458,30
201807,2018,7,held_out,125.799765031298,-0.03758343361334114,31
201807,2018,7,held_out,251.599530062597,-0.06961253157759054,31
201807,2018,7,held_out,503.199060125194,-0.15386067076731613,31
201807,2018,7,held_out,1006.39812025039,-0.27495526538847115,31
201807,2018,7,held_out,2012.79624050077,-0.3397670731199393,31
201808,2018,8,held_out,125.799765031298,-0.026665895845501764,31
201808,2018,8,held_out,251.599530062597,-0.038408331878471653,31
201808,2018,8,held_out,503.199060125194,-0.06899171188023887,31
201808,2018,8,held_out,1006.39812025039,-0.13882689682879035,31
201808,2018,8,held_out,2012.79624050077,-0.18636649296521587,31
201906,2019,6,held_out,125.799765031298,-0.036468166422872685,30
201906,2019,6,held_out,251.599530062597,-0.0412320787494394,30
201906,2019,6,held_out,503.199060125194,-0.03830290180334614,30
201906,2019,6,held_out,1006.39812025039,-0.030893101554091418,30
201906,2019,6,held_out,2012.79624050077,-0.03251337543524657,30
201907,2019,7,held_out,125.799765031298,0.04041648846661068,31
201907,2019,7,held_out,251.599530062597,0.03862577371764651,31
201907,2019,7,held_out,503.199060125194,0.03474051814523273,31
201907,2019,7,held_out,1006.39812025039,0.0061499205007039745,31
201907,2019,7,held_out,2012.79624050077,-0.017222777760708127,31
201908,2019,8,held_out,125.799765031298,-0.028020513528097257,31
201908,2019,8,held_out,251.599530062597,-0.03245179976277972,31
201908,2019,8,held_out,503.199060125194,-0.04802548416686764,31
201908,2019,8,held_out,1006.39812025039,-0.08616126385721676,31
201908,2019,8,held_out,2012.79624050077,-0.11169024096108443,31
202006,2020,6,held_out,125.799765031298,-0.03996394130609476,30
202006,2020,6,held_out,251.599530062597,-0.07464986774843198,30
202006,2020,6,held_out,503.199060125194,-0.1258448014836343,30
202006,2020,6,held_out,1006.39812025039,-0.16015538320164618,30
202006,2020,6,held_out,2012.79624050077,-0.17288044515200807,30
202007,2020,7,held_out,125.799765031298,-0.07647266942021302,31
202007,2020,7,held_out,251.599530062597,-0.09805775979898466,31
202007,2020,7,held_out,503.199060125194,-0.10592323464151611,31
202007,2020,7,held_out,1006.39812025039,-0.14463623911402335,31
202007,2020,7,held_out,2012.79624050077,-0.17553853224686272,31
202008,2020,8,held_out,125.799765031298,-0.028170101941101363,31
