analysis,field,minimum_days_per_regime,record_id,year,month,bandwidth_km,high_days,middle_days,mean_stations,effect
dynamic_support_frozen_era_labels_min1,observed_wbt_c,1,199606,1996,6,251.599530062597,5,3,24.875,-0.31183854480890916
dynamic_support_frozen_era_labels_min1,observed_wbt_slp_as_surface_c,1,199606,1996,6,251.599530062597,5,3,24.875,-0.2919210733125277
dynamic_support_frozen_era_labels_min1,era_wbt_c,1,199606,1996,6,251.599530062597,5,3,24.875,-0.4348122284550612
dynamic_support_frozen_era_labels_min1,observed_wbt_c,1,199606,1996,6,503.199060125194,5,3,24.875,-0.28322240289617817
dynamic_support_frozen_era_labels_min1,observed_wbt_slp_as_surface_c,1,199606,1996,6,503.199060125194,5,3,24.875,-0.26107162636554615
dynamic_support_frozen_era_labels_min1,era_wbt_c,1,199606,1996,6,503.199060125194,5,3,24.875,-0.35586544560206623
dynamic_support_frozen_era_labels_min1,observed_wbt_c,1,199606,1996,6,1006.39812025039,5,3,24.875,-0.314183089291696
dynamic_support_frozen_era_labels_min1,observed_wbt_slp_as_surface_c,1,199606,1996,6,1006.39812025039,5,3,24.875,-0.29441349961188334
dynamic_support_frozen_era_labels_min1,era_wbt_c,1,199606,1996,6,1006.39812025039,5,3,24.875,-0.3340674846571059
dynamic_support_frozen_era_labels_min1,observed_wbt_c,1,199606,1996,6,2012.79624050077,5,3,24.875,-0.32658828143434704
dynamic_support_frozen_era_labels_min1,observed_wbt_slp_as_surface_c,1,199606,1996,6,2012.79624050077,5,3,24.875,-0.3078249218003154
dynamic_support_frozen_era_labels_min1,era_wbt_c,1,199606,1996,6,2012.79624050077,5,3,24.875,-0.3386208370982554
dynamic_support_frozen_era_labels_min1,observed_wbt_c,1,199607,1996,7,125.799765031298,1,6,24.428571428571427,0.0797789407634264
dynamic_support_frozen_era_labels_min1,observed_wbt_slp_as_surface_c,1,199607,1996,7,125.799765031298,1,6,24.428571428571427,0.10361057834610521
dynamic_support_frozen_era_labels_min1,era_wbt_c,1,199607,1996,7,125.799765031298,1,6,24.428571428571427,-0.058766681646102326
dynamic_support_frozen_era_labels_min1,observed_wbt_c,1,199607,1996,7,251.599530062597,1,6,24.428571428571427,-0.11485157780264343
dynamic_support_frozen_era_labels_min1,observed_wbt_slp_as_surface_c,1,199607,1996,7,251.599530062597,1,6,24.428571428571427,-0.09795365914502951
dynamic_support_frozen_era_labels_min1,era_wbt_c,1,199607,1996,7,251.599530062597,1,6,24.428571428571427,-0.18155944006678837
dynamic_support_frozen_era_labels_min1,observed_wbt_c,1,199607,1996,7,503.199060125194,1,6,24.428571428571427,-0.12941800847296114
dynamic_support_frozen_era_labels_min1,observed_wbt_slp_as_surface_c,1,199607,1996,7,503.199060125194,1,6,24.428571428571427,-0.11681041919729751
dynamic_support_frozen_era_labels_min1,era_wbt_c,1,199607,1996,7,503.199060125194,1,6,24.428571428571427,-0.09761671966685548
dynamic_support_frozen_era_labels_min1,observed_wbt_c,1,199607,1996,7,1006.39812025039,1,6,24.428571428571427,-0.16952288934191884
dynamic_support_frozen_era_labels_min1,observed_wbt_slp_as_surface_c,1,199607,1996,7,1006.39812025039,1,6,24.428571428571427,-0.15941094563196379
dynamic_support_frozen_era_labels_min1,era_wbt_c,1,199607,1996,7,1006.39812025039,1,6,24.428571428571427,-0.07337009320178478
dynamic_support_frozen_era_labels_min1,observed_wbt_c,1,199607,1996,7,2012.79624050077,1,6,24.428571428571427,-0.239058453008676
dynamic_support_frozen_era_labels_min1,observed_wbt_slp_as_surface_c,1,199607,1996,7,2012.79624050077,1,6,24.428571428571427,-0.23111745662782046
dynamic_support_frozen_era_labels_min1,era_wbt_c,1,199607,1996,7,2012.79624050077,1,6,24.428571428571427,-0.11488745050914007
dynamic_support_frozen_era_labels_min1,observed_wbt_c,1,199608,1996,8,125.799765031298,1,1,25.0,0.5807322465993974
dynamic_support_frozen_era_labels_min1,observed_wbt_slp_as_surface_c,1,199608,1996,8,125.799765031298,1,1,25.0,0.5218563435379133
dynamic_support_frozen_era_labels_min1,era_wbt_c,1,199608,1996,8,125.799765031298,1,1,25.0,0.7248397165931073
dynamic_support_frozen_era_labels_min1,observed_wbt_c,1,199608,1996,8,251.599530062597,1,1,25.0,0.11419960146444885
dynamic_support_frozen_era_labels_min1,observed_wbt_slp_as_surface_c,1,199608,1996,8,251.599530062597,1,1,25.0,0.07952849804327844
dynamic_support_frozen_era_labels_min1,era_wbt_c,1,199608,1996,8,251.599530062597,1,1,25.0,-0.09100727412467668
dynamic_support_frozen_era_labels_min1,observed_wbt_c,1,199608,1996,8,503.199060125194,1,1,25.0,-0.3593744307637101
dynamic_support_frozen_era_labels_min1,observed_wbt_slp_as_surface_c,1,199608,1996,8,503.199060125194,1,1,25.0,-0.38423442657998785
dynamic_support_frozen_era_labels_min1,era_wbt_c,1,199608,1996,8,503.199060125194,1,1,25.0,-0.45876537403282314
dynamic_support_frozen_era_labels_min1,observed_wbt_c,1,199608,1996,8,1006.39812025039,1,1,25.0,-0.5435668600638061
dynamic_support_frozen_era_labels_min1,observed_wbt_slp_as_surface_c,1,199608,1996,8,1006.39812025039,1,1,25.0,-0.5648356706824436
dynamic_support_frozen_era_labels_min1,era_wbt_c,1,199608,1996,8,1006.39812025039,1,1,25.0,-0.61056678419939
dynamic_support_frozen_era_labels_min1,observed_wbt_c,1,199608,1996,8,2012.79624050077,1,1,25.0,-0.605718181318438
dynamic_support_frozen_era_labels_min1,observed_wbt_slp_as_surface_c,1,199608,1996,8,2012.79624050077,1,1,25.0,-0.625618747905829
dynamic_support_frozen_era_labels_min1,era_wbt_c,1,199608,1996,8,2012.79624050077,1,1,25.0,-0.6573672625582332
dynamic_support_frozen_era_labels_min1,observed_wbt_c,1,200006,2000,6,125.799765031298,3,4,23.714285714285715,-0.47222935495568286
dynamic_support_frozen_era_labels_min1,observed_wbt_slp_as_surface_c,1,200006,2000,6,125.799765031298,3,4,23.714285714285715,-0.47275984861647913
dynamic_support_frozen_era_labels_min1,era_wbt_c,1,200006,2000,6,125.799765031298,3,4,23.714285714285715,-0.2799807011562564
dynamic_support_frozen_era_labels_min1,observed_wbt_c,1,200006,2000,6,251.599530062597,3,4,23.714285714285715,-0.3103383403056803
dynamic_support_frozen_era_labels_min1,observed_wbt_slp_as_surface_c,1,200006,2000,6,251.599530062597,3,4,23.714285714285715,-0.3139125160117662
dynamic_support_frozen_era_labels_min1,era_wbt_c,1,200006,2000,6,251.599530062597,3,4,23.714285714285715,-0.24351166465861296
dynamic_support_frozen_era_labels_min1,observed_wbt_c,1,200006,2000,6,503.199060125194,3,4,23.714285714285715,-0.2870817189987035
dynamic_support_frozen_era_labels_min1,observed_wbt_slp_as_surface_c,1,200006,2000,6,503.199060125194,3,4,23.714285714285715,-0.29702670921307317
dynamic_support_frozen_era_labels_min1,era_wbt_c,1,200006,2000,6,503.199060125194,3,4,23.714285714285715,-0.27665441481024966
dynamic_support_frozen_era_labels_min1,observed_wbt_c,1,200006,2000,6,1006.39812025039,3,4,23.714285714285715,-0.3475044951985061
dynamic_support_frozen_era_labels_min1,observed_wbt_slp_as_surface_c,1,200006,2000,6,1006.39812025039,3,4,23.714285714285715,-0.36008164127783815
dynamic_support_frozen_era_labels_min1,era_wbt_c,1,200006,2000,6,1006.39812025039,3,4,23.714285714285715,-0.3336205992324157
dynamic_support_frozen_era_labels_min1,observed_wbt_c,1,200006,2000,6,2012.79624050077,3,4,23.714285714285715,-0.3795923767281568
dynamic_support_frozen_era_labels_min1,observed_wbt_slp_as_surface_c,1,200006,2000,6,2012.79624050077,3,4,23.714285714285715,-0.39220724076630664
dynamic_support_frozen_era_labels_min1,era_wbt_c,1,200006,2000,6,2012.79624050077,3,4,23.714285714285715,-0.3601174343289253
dynamic_support_frozen_era_labels_min1,observed_wbt_c,1,200007,2000,7,125.799765031298,3,5,24.75,-0.4230462200744426
dynamic_support_frozen_era_labels_min1,observed_wbt_slp_as_surface_c,1,200007,2000,7,125.799765031298,3,5,24.75,-0.40648141467669074
dynamic_support_frozen_era_labels_min1,era_wbt_c,1,200007,2000,7,125.799765031298,3,5,24.75,-0.48824647337423976
dynamic_support_frozen_era_labels_min1,observed_wbt_c,1,200007,2000,7,251.599530062597,3,5,24.75,-0.28977091749457307
dynamic_support_frozen_era_labels_min1,observed_wbt_slp_as_surface_c,1,200007,2000,7,251.599530062597,3,5,24.75,-0.2833007928779212
dynamic_support_frozen_era_labels_min1,era_wbt_c,1,200007,2000,7,251.599530062597,3,5,24.75,-0.43492425734837414
dynamic_support_frozen_era_labels_min1,observed_wbt_c,1,200007,2000,7,503.199060125194,3,5,24.75,-0.23425258385047787
dynamic_support_frozen_era_labels_min1,observed_wbt_slp_as_surface_c,1,200007,2000,7,503.199060125194,3,5,24.75,-0.22626058451615993
dynamic_support_frozen_era_labels_min1,era_wbt_c,1,200007,2000,7,503.199060125194,3,5,24.75,-0.4336041519374034
dynamic_support_frozen_era_labels_min1,observed_wbt_c,1,200007,2000,7,1006.39812025039,3,5,24.75,-0.26135972067564817
dynamic_support_frozen_era_labels_min1,observed_wbt_slp_as_surface_c,1,200007,2000,7,1006.39812025039,3,5,24.75,-0.25098098695287097
dynamic_support_frozen_era_labels_min1,era_wbt_c,1,200007,2000,7,1006.39812025039,3,5,24.75,-0.45682980057456946
dynamic_support_frozen_era_labels_min1,observed_wbt_c,1,200007,2000,7,2012.79624050077,3,5,24.75,-0.28093999710112516
dynamic_support_frozen_era_labels_min1,observed_wbt_slp_as_surface_c,1,200007,2000,7,2012.79624050077,3,5,24.75,-0.26932025821414285
dynamic_support_frozen_era_labels_min1,era_wbt_c,1,200007,2000,7,2012.79624050077,3,5,24.75,-0.47165469647326375
dynamic_support_frozen_era_labels_min1,observed_wbt_c,1,200008,2000,8,125.799765031298,3,5,23.125,-0.5514306613252133
dynamic_support_frozen_era_labels_min1,observed_wbt_slp_as_surface_c,1,200008,2000,8,125.799765031298,3,5,23.125,-0.553932757407859
dynamic_support_frozen_era_labels_min1,era_wbt_c,1,200008,2000,8,125.799765031298,3,5,23.125,-0.6004771487110474
dynamic_support_frozen_era_labels_min1,observed_wbt_c,1,200008,2000,8,251.599530062597,3,5,23.125,-0.3193092439884079
dynamic_support_frozen_era_labels_min1,observed_wbt_slp_as_surface_c,1,200008,2000,8,251.599530062597,3,5,23.125,-0.3197775672231825
dynamic_support_frozen_era_labels_min1,era_wbt_c,1,200008,2000,8,251.599530062597,3,5,23.125,-0.3538804626035087
dynamic_support_frozen_era_labels_min1,observed_wbt_c,1,200008,2000,8,503.199060125194,3,5,23.125,-0.21314760828961088
dynamic_support_frozen_era_labels_min1,observed_wbt_slp_as_surface_c,1,200008,2000,8,503.199060125194,3,5,23.125,-0.20688050812633063
dynamic_support_frozen_era_labels_min1,era_wbt_c,1,200008,2000,8,503.199060125194,3,5,23.125,-0.2837135001756088
dynamic_support_frozen_era_labels_min1,observed_wbt_c,1,200008,2000,8,1006.39812025039,3,5,23.125,-0.2086228968146816
dynamic_support_frozen_era_labels_min1,observed_wbt_slp_as_surface_c,1,200008,2000,8,1006.39812025039,3,5,23.125,-0.20049782743190026
dynamic_support_frozen_era_labels_min1,era_wbt_c,1,200008,2000,8,1006.39812025039,3,5,23.125,-0.27184154176892494
dynamic_support_frozen_era_labels_min1,observed_wbt_c,1,200008,2000,8,2012.79624050077,3,5,23.125,-0.23499729578612638
dynamic_support_frozen_era_labels_min1,observed_wbt_slp_as_surface_c,1,200008,2000,8,2012.79624050077,3,5,23.125,-0.22761161665807395
dynamic_support_frozen_era_labels_min1,era_wbt_c,1,200008,2000,8,2012.79624050077,3,5,23.125,-0.285496859036921
dynamic_support_frozen_era_labels_min1,observed_wbt_c,1,200406,2004,6,125.799765031298,2,5,24.714285714285715,0.15476930817672985
dynamic_support_frozen_era_labels_min1,observed_wbt_slp_as_surface_c,1,200406,2004,6,125.799765031298,2,5,24.714285714285715,0.1540698409322645
dynamic_support_frozen_era_labels_min1,era_wbt_c,1,200406,2004,6,125.799765031298,2,5,24.714285714285715,-0.06135901343961603
dynamic_support_frozen_era_labels_min1,observed_wbt_c,1,200406,2004,6,251.599530062597,2,5,24.714285714285715,0.16368025530647246
dynamic_support_frozen_era_labels_min1,observed_wbt_slp_as_surface_c,1,200406,2004,6,251.599530062597,2,5,24.714285714285715,0.13768343502239522
dynamic_support_frozen_era_labels_min1,era_wbt_c,1,200406,2004,6,251.599530062597,2,5,24.714285714285715,0.22442874334003182
dynamic_support_frozen_era_labels_min1,observed_wbt_c,1,200406,2004,6,503.199060125194,2,5,24.714285714285715,0.054079907469387845
dynamic_support_frozen_era_labels_min1,observed_wbt_slp_as_surface_c,1,200406,2004,6,503.199060125194,2,5,24.714285714285715,0.029629699935779685
dynamic_support_frozen_era_labels_min1,era_wbt_c,1,200406,2004,6,503.199060125194,2,5,24.714285714285715,0.19759182956995125
dynamic_support_frozen_era_labels_min1,observed_wbt_c,1,200406,2004,6,1006.39812025039,2,5,24.714285714285715,0.01696717867816866
dynamic_support_frozen_era_labels_min1,observed_wbt_slp_as_surface_c,1,200406,2004,6,1006.39812025039,2,5,24.714285714285715,-0.0076810307508901055
dynamic_support_frozen_era_labels_min1,era_wbt_c,1,200406,2004,6,1006.39812025039,2,5,24.714285714285715,0.14623156462757536
dynamic_support_frozen_era_labels_min1,observed_wbt_c,1,200406,2004,6,2012.79624050077,2,5,24.714285714285715,-0.02359005329739794
dynamic_support_frozen_era_labels_min1,observed_wbt_slp_as_surface_c,1,200406,2004,6,2012.79624050077,2,5,24.714285714285715,-0.04856692487067482
dynamic_support_frozen_era_labels_min1,era_wbt_c,1,200406,2004,6,2012.79624050077,2,5,24.714285714285715,0.10216237291663299
dynamic_support_frozen_era_labels_min1,observed_wbt_c,1,200407,2004,7,125.799765031298,1,6,25.0,-0.43268457653027104
dynamic_support_frozen_era_labels_min1,observed_wbt_slp_as_surface_c,1,200407,2004,7,125.799765031298,1,6,25.0,-0.4490208117489386
dynamic_support_frozen_era_labels_min1,era_wbt_c,1,200407,2004,7,125.799765031298,1,6,25.0,-0.6022076068696721
dynamic_support_frozen_era_labels_min1,observed_wbt_c,1,200407,2004,7,251.599530062597,1,6,25.0,-0.4560680909031666
dynamic_support_frozen_era_labels_min1,observed_wbt_slp_as_surface_c,1,200407,2004,7,251.599530062597,1,6,25.0,-0.4690347776277459
dynamic_support_frozen_era_labels_min1,era_wbt_c,1,200407,2004,7,251.599530062597,1,6,25.0,-0.5456787412427955
dynamic_support_frozen_era_labels_min1,observed_wbt_c,1,200407,2004,7,503.199060125194,1,6,25.0,-0.4738595384012322
dynamic_support_frozen_era_labels_min1,observed_wbt_slp_as_surface_c,1,200407,2004,7,503.199060125194,1,6,25.0,-0.4874583566482711
dynamic_support_frozen_era_labels_min1,era_wbt_c,1,200407,2004,7,503.199060125194,1,6,25.0,-0.5001327079023201
dynamic_support_frozen_era_labels_min1,observed_wbt_c,1,200407,2004,7,1006.39812025039,1,6,25.0,-0.5000957786782811
dynamic_support_frozen_era_labels_min1,observed_wbt_slp_as_surface_c,1,200407,2004,7,1006.39812025039,1,6,25.0,-0.5150709679783159
dynamic_support_frozen_era_labels_min1,era_wbt_c,1,200407,2004,7,1006.39812025039,1,6,25.0,-0.49204141718805183
dynamic_support_frozen_era_labels_min1,observed_wbt_c,1,200407,2004,7,2012.79624050077,1,6,25.0,-0.5210292560395249
dynamic_support_frozen_era_labels_min1,observed_wbt_slp_as_surface_c,1,200407,2004,7,2012.79624050077,1,6,25.0,-0.5370146246284175
dynamic_support_frozen_era_labels_min1,era_wbt_c,1,200407,2004,7,2012.79624050077,1,6,25.0,-0.5073250556175696
dynamic_support_frozen_era_labels_min1,observed_wbt_c,1,200408,2004,8,125.799765031298,1,6,24.857142857142858,-0.2155861306308191
dynamic_support_frozen_era_labels_min1,observed_wbt_slp_as_surface_c,1,200408,2004,8,125.799765031298,1,6,24.857142857142858,-0.224903956408949
dynamic_support_frozen_era_labels_min1,era_wbt_c,1,200408,2004,8,125.799765031298,1,6,24.857142857142858,-0.5405147608949228
dynamic_support_frozen_era_labels_min1,observed_wbt_c,1,200408,2004,8,251.599530062597,1,6,24.857142857142858,-0.2732083000194694
dynamic_support_frozen_era_labels_min1,observed_wbt_slp_as_surface_c,1,200408,2004,8,251.599530062597,1,6,24.857142857142858,-0.28980329792837045
dynamic_support_frozen_era_labels_min1,era_wbt_c,1,200408,2004,8,251.599530062597,1,6,24.857142857142858,-0.3835853171681485
dynamic_support_frozen_era_labels_min1,observed_wbt_c,1,200408,2004,8,503.199060125194,1,6,24.857142857142858,-0.36134713379960814
dynamic_support_frozen_era_labels_min1,observed_wbt_slp_as_surface_c,1,200408,2004,8,503.199060125194,1,6,24.857142857142858,-0.3816176625183454
dynamic_support_frozen_era_labels_min1,era_wbt_c,1,200408,2004,8,503.199060125194,1,6,24.857142857142858,-0.38385491868971755
dynamic_support_frozen_era_labels_min1,observed_wbt_c,1,200408,2004,8,1006.39812025039,1,6,24.857142857142858,-0.46103978303684856
dynamic_support_frozen_era_labels_min1,observed_wbt_slp_as_surface_c,1,200408,2004,8,1006.39812025039,1,6,24.857142857142858,-0.4807715003705024
dynamic_support_frozen_era_labels_min1,era_wbt_c,1,200408,2004,8,1006.39812025039,1,6,24.857142857142858,-0.45376634622826806
dynamic_support_frozen_era_labels_min1,observed_wbt_c,1,200408,2004,8,2012.79624050077,1,6,24.857142857142858,-0.5180978443983228
dynamic_support_frozen_era_labels_min1,observed_wbt_slp_as_surface_c,1,200408,2004,8,2012.79624050077,1,6,24.857142857142858,-0.5369531489125778
dynamic_support_frozen_era_labels_min1,era_wbt_c,1,200408,2004,8,2012.79624050077,1,6,24.857142857142858,-0.5055148116416226
dynamic_support_frozen_era_labels_min1,observed_wbt_c,1,200806,2008,6,125.799765031298,8,7,24.933333333333334,0.3982908143763024
dynamic_support_frozen_era_labels_min1,observed_wbt_slp_as_surface_c,1,200806,2008,6,125.799765031298,8,7,24.933333333333334,0.39946537324269715
dynamic_support_frozen_era_labels_min1,era_wbt_c,1,200806,2008,6,125.799765031298,8,7,24.933333333333334,0.141086763675631
dynamic_support_frozen_era_labels_min1,observed_wbt_c,1,200806,2008,6,251.599530062597,8,7,24.933333333333334,0.23286206477047888
dynamic_support_frozen_era_labels_min1,observed_wbt_slp_as_surface_c,1,200806,2008,6,251.599530062597,8,7,24.933333333333334,0.23283565164650022
dynamic_support_frozen_era_labels_min1,era_wbt_c,1,200806,2008,6,251.599530062597,8,7,24.933333333333334,0.06665635667431635
dynamic_support_frozen_era_labels_min1,observed_wbt_c,1,200806,2008,6,503.199060125194,8,7,24.933333333333334,0.1656797849815197
dynamic_support_frozen_era_labels_min1,observed_wbt_slp_as_surface_c,1,200806,2008,6,503.199060125194,8,7,24.933333333333334,0.16409168664388885
dynamic_support_frozen_era_labels_min1,era_wbt_c,1,200806,2008,6,503.199060125194,8,7,24.933333333333334,0.05454543297242265
dynamic_support_frozen_era_labels_min1,observed_wbt_c,1,200806,2008,6,1006.39812025039,8,7,24.933333333333334,0.04770617641954811
dynamic_support_frozen_era_labels_min1,observed_wbt_slp_as_surface_c,1,200806,2008,6,1006.39812025039,8,7,24.933333333333334,0.04237148423487258
dynamic_support_frozen_era_labels_min1,era_wbt_c,1,200806,2008,6,1006.39812025039,8,7,24.933333333333334,-0.0006021863079925804
dynamic_support_frozen_era_labels_min1,observed_wbt_c,1,200806,2008,6,2012.79624050077,8,7,24.933333333333334,-0.04136309701208574
dynamic_support_frozen_era_labels_min1,observed_wbt_slp_as_surface_c,1,200806,2008,6,2012.79624050077,8,7,24.933333333333334,-0.049204552941244484
dynamic_support_frozen_era_labels_min1,era_wbt_c,1,200806,2008,6,2012.79624050077,8,7,24.933333333333334,-0.05679660552767052
dynamic_support_frozen_era_labels_min1,observed_wbt_c,1,200807,2008,7,125.799765031298,5,12,24.88235294117647,0.02577955035775248
dynamic_support_frozen_era_labels_min1,observed_wbt_slp_as_surface_c,1,200807,2008,7,125.799765031298,5,12,24.88235294117647,0.02591340861642588
dynamic_support_frozen_era_labels_min1,era_wbt_c,1,200807,2008,7,125.799765031298,5,12,24.88235294117647,0.004279183097848138
dynamic_support_frozen_era_labels_min1,observed_wbt_c,1,200807,2008,7,251.599530062597,5,12,24.88235294117647,0.11150677170310908
dynamic_support_frozen_era_labels_min1,observed_wbt_slp_as_surface_c,1,200807,2008,7,251.599530062597,5,12,24.88235294117647,0.11417618371845428
dynamic_support_frozen_era_labels_min1,era_wbt_c,1,200807,2008,7,251.599530062597,5,12,24.88235294117647,0.0068992357727142295
dynamic_support_frozen_era_labels_min1,observed_wbt_c,1,200807,2008,7,503.199060125194,5,12,24.88235294117647,0.07052309450385685
dynamic_support_frozen_era_labels_min1,observed_wbt_slp_as_surface_c,1,200807,2008,7,503.199060125194,5,12,24.88235294117647,0.07577851746468323
dynamic_support_frozen_era_labels_min1,era_wbt_c,1,200807,2008,7,503.199060125194,5,12,24.88235294117647,-0.052052766431064934
dynamic_support_frozen_era_labels_min1,observed_wbt_c,1,200807,2008,7,1006.39812025039,5,12,24.88235294117647,0.01983285434113813
dynamic_support_frozen_era_labels_min1,observed_wbt_slp_as_surface_c,1,200807,2008,7,1006.39812025039,5,12,24.88235294117647,0.027951025455620337
